,comments,sentiment,tokens
18860,ㅋㅋㅋㅋㅋ 나 같으면 죽 빵 날렸을 듯 미친 ㅋㅋㅋㅋ,1,"['ㅋㅋㅋㅋㅋ', '나', '같으면', '죽', '빵', '날렸을', '듯', '미친', 'ㅋㅋㅋㅋ']"
18861,저런 대는 배달 엡에서 자체 배달금지구역 지정합시다,0,"['저런', '대는', '배달', '엡', '에서', '자체', '배달', '금지', '구역', '지정', '합시다']"
18862,거의 전문 성우가 하셨다고 해도 믿을 정도로 목소리가 찰떡이라서 직원 분들이 하셨다고 해서 놀랐어요 대단하십니다,0,"['거의', '전문', '성우', '가', '하셨다고', '해도', '믿을', '정도', '로', '목소리', '가', '찰떡', '이라서', '직원', '분', '들', '이', '하셨다고', '해서', '놀랐어요', '대단하십니다']"
18863,지지받는 법을 모르나,0,"['지지', '받는', '법', '을', '모르나']"
18864,1번 새끼는 1등으로 출발 쳐 한다고 직우 차선에 서서 뒤에 열 몇 대 못 가게 막하놓고 피해자 코스프레네ㅋㅋㅋ 그치 물론 위법은 아닌데 뇌에 우동사리만 들어찬 건 사실이지,1,"['1', '번', '새끼', '는', '1등', '으로', '출발', '쳐', '한다고', '직', '우', '차선', '에', '서서', '뒤', '에', '열', '몇', '대', '못', '가게', '막하놓고', '피해자', '코스프레', '네', 'ㅋㅋㅋ', '그치', '물론', '위법', '은', '아닌데', '뇌', '에', '우동', '사리', '만', '들어', '찬', '건', '사실', '이지']"
18865,하 진짜 가해자들 진짜 진심으로 죽 여버리고 싶다 와 진짜 저렇게 나쁜 애들이 있냐,1,"['하', '진짜', '가해자', '들', '진짜', '진심', '으로', '죽', '여', '버리고', '싶다', '와', '진짜', '저렇게', '나쁜', '애', '들', '이', '있냐']"
18866,나만 그런 건 가 블랙 핑크가 지금까지 했던 안 무랑 조금 섞인 느낌이었어,0,"['나', '만', '그런', '건', '가', '블랙', '핑크', '가', '지금', '까지', '했던', '안', '무', '랑', '조금', '섞인', '느낌이었어']"
18867,넘재밌 닼ㅋㅋ,0,"['넘', '재밌', '닼', 'ㅋㅋ']"
18868,자랑 스럽다,0,"['자랑', '스럽다']"
18869,좋은 배구자매의 모범답안,0,"['좋은', '배구', '자매', '의', '모범', '답안']"
18870,아니 미친 호수하늘 뭐냐 저런 곳이 있다니,0,"['아니', '미친', '호수', '하늘', '뭐', '냐', '저런', '곳', '이', '있다니']"
18871,무슨 판단력이 없어 무슨 일이든 아줌마가 문제 임 ㅇ,1,"['무슨', '판단력', '이', '없어', '무슨', '일이', '든', '아줌마', '가', '문제', '임', 'ㅇ']"
18872,진짜 두 분 다 너무 사랑스러워 요 ㅜㅜ,0,"['진짜', '두', '분', '다', '너무', '사랑스러워', '요', 'ㅜㅜ']"
18873,이상이 영혼을 담았다,0,"['이상', '이', '영혼', '을', '담았다']"
18874,이건 볼보회사에서 책임져야 한다,0,"['이건', '볼보', '회사', '에서', '책임져야', '한다']"
18875,박명수는 그렇다 쳐도 김제동은 뭔데 저기에 꼽사리껴 있음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,"['박명수', '는', '그렇다', '쳐도', '김제동', '은', '뭔', '데', '저기', '에', '꼽사리껴', '있음', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ']"
18876,트럭 새끼들은 지들이 순간 방심하면 다 뒤지는 거 모르나 일부 무식한 새끼들 좀 각성해라,1,"['트럭', '새끼', '들', '은', '지', '들이', '순간', '방심하면', '다', '뒤지는', '거', '모르나', '일부', '무식한', '새끼', '들', '좀', '각성', '해라']"
18877,진짜 화밖에 안나 네이거 하나 보고 준비한 선수들도 있을 텐데,0,"['진짜', '화', '밖에', '안나', '네', '이', '거', '하나', '보고', '준비', '한', '선수', '들', '도', '있을', '텐데']"
18878,7번 좆가 오지리네 ㅋㅋㅋㅋ,1,"['7', '번', '좆', '가', '오지리', '네', 'ㅋㅋㅋㅋ']"
18879,이휘영 저새 기 잼민이 임 동영상 목록보셈,1,"['이', '휘영', '저', '새', '기', '잼민', '이', '임', '동영상', '목록', '보셈']"
18880,이제 진짜 세상이 망할려나 보네,0,"['이제', '진짜', '세상', '이', '망할려나', '보네']"
18881,선생님 텔레비전에서만 보다 가 이렇게 일상 보니까 넘 좋아요 ㅠㅠㅠㅠ 무한도전 출연하셨을 때부터 좋아했어요 선생님 사랑합니다ㅜ,0,"['선생님', '텔레비전', '에서만', '보다', '가', '이렇게', '일상', '보', '니까', '넘', '좋아요', 'ㅠㅠㅠㅠ', '무한도전', '출연', '하셨을', '때', '부터', '좋아했어요', '선생님', '사랑', '합니다', 'ㅜ']"
18882,진짜 많이 힘드셨을 거 같에 여 그래 두 너무 슬퍼하시지 마시구 힘내세요 마지막 영상 잘 봤습니다 새벽 언니 저에게 힘주시고 항상 영상 올려주신 것도 너무 감사해요 하늘나라 가서도 행복하게 아프지 말고,0,"['진짜', '많이', '힘드셨을', '거', '같에', '여', '그래', '두', '너무', '슬퍼하시지', '마시구', '힘내세요', '마지막', '영상', '잘', '봤습니다', '새벽', '언니', '저', '에게', '힘주시고', '항상', '영상', '올려주신', '것', '도', '너무', '감사해요', '하늘나라', '가서도', '행복하게', '아프지', '말고']"
18883,재덕이 많이 컷구나 ㅎ 장하다 싸인 해 주는 거 잊지 말고 ㅎㅎㅎ 평소 그리고 실전 전후 몸 관리 잘 하길,0,"['재', '덕이', '많이', '컷', '구나', 'ㅎ', '장하다', '싸인', '해', '주는', '거', '잊지', '말고', 'ㅎㅎㅎ', '평소', '그리고', '실전', '전후', '몸', '관리', '잘', '하길']"
18884,주둥이만 살아있는 허여멀 건잡종들,1,"['주둥이', '만', '살아있는', '허여', '멀', '건', '잡종', '들']"
18885,현민석 와꾸부터 까고 지랄하자 ㅎㅎ,1,"['현민석', '와', '꾸부터', '까고', '지랄', '하자', 'ㅎㅎ']"
18886,왜 이렇게 보컬이 탄탄한 건데 라이브가 음원보다 좋은데,0,"['왜', '이렇게', '보컬', '이', '탄탄한', '건데', '라이브', '가', '음원', '보다', '좋은데']"
18887,담배 얘긴 빼야지 시대가 어느 땐 데 남자 연예인은 꼴초가지고 ㅈㄹ 안 하면서 어휴,1,"['담배', '얘', '긴', '빼야지', '시대', '가', '어느', '땐', '데', '남자', '연예인', '은', '꼴', '초가', '지고', 'ㅈㄹ', '안', '하면서', '어휴']"
18888,우리 선수들의 눈빛도 멋졌어요 터키 선수들이 불안해서 눈빛이 흔들리는 반면에 우리 선수들 정신력 대단한 거 같아요,0,"['우리', '선수', '들', '의', '눈빛', '도', '멋졌어요', '터키', '선수', '들', '이', '불안해서', '눈빛', '이', '흔들리는', '반면', '에', '우리', '선수', '들', '정신', '력', '대단한', '거', '같아요']"
18889,이게 진짜 국민의 생명이랑 직결되는 부분인데 입법을 왜 안 하는 거지 누구든 발생할 수 있는 건데,0,"['이', '게', '진짜', '국민', '의', '생명', '이랑', '직결', '되는', '부분', '인데', '입법', '을', '왜', '안', '하는', '거지', '누구', '든', '발생', '할', '수', '있는', '건데']"
18890,저도 ㅠㅠ,0,"['저', '도', 'ㅠㅠ']"
18891,좆된네,1,"['좆', '된네']"
18892,그러게 대깨문들만 개돼 지인데 기분 나쁘게 싸잡네,1,"['그러게', '대', '깨문', '들', '만', '개', '돼', '지인데', '기분', '나쁘게', '싸잡네']"
18893,조 수석 뇬뚝배기는 안녕한 가ㅋㅋㅋㅋ,1,"['조', '수석', '뇬', '뚝배기', '는', '안녕한', '가', 'ㅋㅋㅋㅋ']"
18894,애완동물 ㄴㄴ 반려동물 입니다,0,"['애완동물', 'ㄴㄴ', '반려동물', '입니다']"
18895,죽어야 정신 차릴래,1,"['죽어야', '정신', '차릴래']"
18896,ㅁㅊ 색퀸츄링 유튜브로 보니깐 바로 ㄸ 잡앗네,1,"['ㅁㅊ', '색퀸츄링', '유튜브', '로', '보', '니깐', '바로', 'ㄸ', '잡앗네']"
18897,할라니들 빨리 뒤져야지,1,"['할라니', '들', '빨리', '뒤져야지']"
18898,생각보다 비핀년들이 참 많은 가뷰다,1,"['생각', '보다', '비핀년', '들', '이', '참', '많은', '가', '뷰', '다']"
18899,너무 수고했습니다 모두가 이미 자랑스러워 하고 있습니다 즐기고 와요,0,"['너무', '수고', '했습니다', '모두', '가', '이미', '자랑스러워', '하고', '있습니다', '즐기고', '와요']"
18900,아니 이건 시 발 급발진으로 감싸줄 게 아니잖어,1,"['아니', '이건', '시', '발', '급발진', '으로', '감싸줄', '게', '아니잖어']"
18901,와 우리동네 다 서울특별시 마포구 상암동,0,"['와', '우리동네', '다', '서울특별시', '마포구', '상암동']"
18902,악플러들 죄다 모아놨냐 여기,0,"['악플러', '들', '죄다', '모아놨냐', '여기']"
18903,감동 받아 눈문이 나오네요 세상에 이런 마음 좋은 분들이 많았으면 좋겠어요 복 많이 받으세요,0,"['감동', '받아', '눈문', '이', '나오네요', '세상', '에', '이런', '마음', '좋은', '분', '들', '이', '많았으면', '좋겠어요', '복', '많이', '받으세요']"
18904,스무디에 짜는 통 먼가요 궁금해요,0,"['스무디', '에', '짜는', '통', '먼가요', '궁금해요']"
18905,드디어 올라왔다 ㅏ,0,"['드디어', '올라왔다', 'ㅏ']"
18906,같잖 네 결국 아시아인이 반격하는 건 처음 하나밖에 없네 이런 걸 편집이라고 해서 어 그로를 끌고 ㅉㅉ 뉴스 채널 수준,1,"['같잖', '네', '결국', '아시아', '인', '이', '반격', '하는', '건', '처음', '하나', '밖에', '없네', '이런', '걸', '편집', '이라고', '해서', '어', '그로', '를', '끌', '고', 'ㅉㅉ', '뉴스', '채널', '수준']"
18907,승무원 일 나름 재미있어 보이네요 물론 어떤 일이든 힘든 면은 있겠지만,0,"['승무원', '일', '나름', '재미있어', '보이네요', '물론', '어떤', '일이', '든', '힘든', '면은', '있겠지만']"
18908,아이즈원 민주인 줄 알고 놀라서 들어왔더만 듣보줌마였네 ㅡㅡ,1,"['아이즈', '원', '민주', '인', '줄', '알', '고', '놀라서', '들어왔', '더', '만', '듣보', '줌마', '였네', 'ㅡㅡ']"
18909,몰래 봐야 하는 야 한 영상 로즈 티비 고양이 다시보기에서 검색하셈,1,"['몰래', '봐야', '하는', '야', '한', '영상', '로', '즈', '티비', '고양이', '다시', '보기', '에서', '검색', '하', '셈']"
18910,나 때는 저렇게 자해하는 애들은 없었고 심각한 정도는 아니지만 우울증이나 불안증 있는 애들 몇몇 봤는데 요즘은 그린캠프 안 가고 공익으로 바꿔서 나가던 데,0,"['나', '때', '는', '저렇게', '자해', '하는', '애', '들', '은', '없었고', '심각한', '정도', '는', '아니지만', '우울증', '이나', '불안', '증', '있는', '애', '들', '몇몇', '봤는데', '요즘', '은', '그린', '캠프', '안', '가고', '공익', '으로', '바꿔서', '나가던', '데']"
18911,대깨맘,1,"['대', '깨맘']"
18912,킹맘,-1,['킹맘']
18913,869869 이것도 레전드 임 안 본 사람 꼭 보세여,0,"['869869', '이', '것', '도', '레전드', '임', '안', '본', '사람', '꼭', '보세여']"
18914,대만 선수들 활 쏠 때마다 내는 소리 신기하 당 게임 효과 음 같음ㅋㅋㅋㅋ,0,"['대만', '선수', '들', '활', '쏠', '때', '마다', '내는', '소리', '신기하', '당', '게임', '효과', '음', '같음', 'ㅋㅋㅋㅋ']"
18915,송중기 이종석 시발들아 송혜교랑 이 혼하고 이보영이랑 이 혼하고 예쁜 여자는 니들이 다 차 지하려고 하냐,1,"['송중기', '이종석', '시발', '들', '아', '송혜교', '랑', '이', '혼하', '고', '이보영', '이랑', '이', '혼하', '고', '예쁜', '여자', '는', '니', '들', '이', '다', '차', '지하', '려고', '하냐']"
18916,인간이 진짜 어디까지 잔인 한 걸까 어딘가에서 들은 말이 지구에 필요 없는 동물은 인간이라고,0,"['인간', '이', '진짜', '어디', '까지', '잔인', '한', '걸까', '어딘가', '에서', '들은', '말', '이', '지구', '에', '필요', '없는', '동물', '은', '인간', '이라고']"
18917,소속사 일 잘하누하이틴 여주 컨셉해달라니까 진짜 해줌,0,"['소속사', '일', '잘하', '누', '하', '이', '틴', '여주', '컨셉', '해달라니까', '진짜', '해줌']"
18918,사과 했잖아 그럼 좀 작작하고 그만 해라 성매매 충 한남들 한텐 관대하면서,1,"['사과', '했잖아', '그럼', '좀', '작작하고', '그만', '해', '라', '성매매', '충', '한남', '들', '한텐', '관대하면서']"
18919,미친,0,['미친']
18920,뭐 저런 ㄱ 양아치가 따로 없네 토론 시작하니 토낌,1,"['뭐', '저런', 'ㄱ', '양', '아치', '가', '따로', '없네', '토론', '시작', '하니', '토낌']"
18921,이 모 귀여우셔,0,"['이', '모', '귀여우셔']"
18922,진짜 엄마들은 너네 세대들 아님,0,"['진짜', '엄마', '들', '은', '너', '네', '세대', '들', '아님']"
18923,저분들 결국 다 짤림ㅋ,0,"['저', '분들', '결국', '다', '짤림', 'ㅋ']"
18924,구혜선은 전 국민을 사기 친 4차원 배우 안재현이 아깝다 서예지랑 같은 도 라이 오브 도 라이,1,"['구혜선', '은', '전', '국민', '을', '사기', '친', '4', '차원', '배우', '안재현', '이', '아깝다', '서예지', '랑', '같은', '도', '라이', '오브', '도', '라이']"
18925,한국여자가 살해한 듯,1,"['한국', '여자', '가', '살해', '한', '듯']"
18926,재활용 잼민아 지랄 좀 적당히해라,1,"['재활용', '잼', '민아', '지랄', '좀', '적당히', '해', '라']"
18927,닥치고 딸기 저는 딸기에 미친 사람입니다,0,"['닥치고', '딸기', '저', '는', '딸기', '에', '미친', '사람', '입니다']"
18928,언니 베레모 완전 잘 어울려 ㅠㅠ,0,"['언니', '베레모', '완전', '잘', '어울려', 'ㅠㅠ']"
18929,미모 같은 소리 하네 미모가 다 얼어 죽었다,1,"['미모', '같은', '소리', '하네', '미모', '가', '다', '얼어', '죽었다']"
18930,참모총장님 출근 했습니다,0,"['참모총장', '님', '출근', '했습니다']"
18931,저런 것들 은 인간도 아냐 나라 좀 먹이는 쓰래기,1,"['저런', '것', '들', '은', '인간', '도', '아냐', '나라', '좀', '먹이는', '쓰래', '기']"
18932,동동동그리 네 다음 연예인 후빨 히 키코모리의 망 상 장애,1,"['동', '동동', '그리', '네', '다음', '연예인', '후빨', '히', '키코', '모리', '의', '망', '상', '장애']"
18933,운전면허 다시 따라 비정상적인 새끼들 또 라이 커플이 네 좆만한 새끼들,1,"['운전면허', '다시', '따라', '비정상', '적', '인', '새끼', '들', '또', '라이', '커플', '이', '네', '좆', '만', '한', '새끼', '들']"
18934,역시 우리 김 여사들은 절 때 실망시키는 일이 없다니깐,1,"['역시', '우리', '김', '여사', '들', '은', '절', '때', '실망', '시키는', '일이', '없다니깐']"
18935,아들 개쫄보네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 세우라해놓고 엄마 뒤에 숨어서 ㅉㅉ ㅋㅋ 이 거 보고 있으면 쪽 팔린 줄 알아라,1,"['아들', '개', '쫄보', '네', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '세우라', '해놓고', '엄마', '뒤', '에', '숨어서', 'ㅉㅉ', 'ㅋㅋ', '이', '거', '보고', '있으면', '쪽', '팔린', '줄', '알아라']"
18936,사랑하는 오은영 쌤사랑하고 존경합니다,0,"['사랑', '하는', '오은영', '쌤', '사랑', '하고', '존경', '합니다']"
18937,아 진짜 예전부터 쭉 봐온 애청자로 요즘 이 살 빼조님 안정기 느낌이라 너무 기분이 좋아요 즐겁게 드시고 또 운동할 땐 하시고 그게 건강한 삶이 죠 살이 찌면 안 된다는 압박감을 가지다 보면 지나치게 억제하다 또 폭식하고 또 자괴감 들고 그런 악순환이 발생할 수 있으니까 너무 마름을 추구 마시고 건강한 몸과 건강한 정신으로 늘 행복하시길 바래요 다른 때보 다 훨씬 행복해 보이시는 것 같아서 댓글 달아봅니다 ㅎㅎ,0,"['아', '진짜', '예전', '부터', '쭉', '봐', '온', '애', '청자', '로', '요즘', '이', '살', '빼조', '님', '안정', '기', '느낌', '이라', '너무', '기분', '이', '좋아요', '즐겁게', '드시고', '또', '운동', '할', '땐', '하시고', '그게', '건강한', '삶', '이', '죠', '살이', '찌', '면', '안', '된다는', '압박', '감', '을', '가지', '다', '보면', '지나치게', '억제', '하다', '또', '폭', '식', '하고', '또', '자괴', '감', '들고', '그런', '악순환', '이', '발생', '할', '수', '있으니까', '너무', '마름', '을', '추구', '마시고', '건강한', '몸', '과', '건강한', '정신', '으로', '늘', '행복하시길', '바', '래', '요', '다른', '때보', '다', '훨씬', '행복해', '보이시', '는', '것', '같아서', '댓글', '달', '아', '봅니다', 'ㅎㅎ']"
